店铺名称,店铺具体地址,店铺具体坐标.纬度,店铺具体坐标.经度,店铺所在地区,店铺所在城市,店铺所在省份,店铺类别
将军路街道办事处公共管理办公室,将军一路91-97号,30.648023,114.254854,东西湖区,武汉市,湖北省,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
银花社区党员群众服务中心,将军新村4期东南门旁,30.653781,114.257156,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位|生活服务;生活服务场所;生活服务场所
将军路街道办事处,将军路115号,30.650348,114.256079,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇级政府及事业单位
李家墩司法所,将军路119号,30.649677,114.255854,东西湖区,武汉市,湖北省,政府机构及社会团体;公检法机构;公检法机关
将车路街婚姻家庭纠纷调解站,将军家苑西北门北50米,30.649678,114.255858,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇级政府及事业单位
银花社区居民委员会,将军二路将军路街将军新村四期12栋门面,30.653871,114.257289,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
地铁二号线外部市政工程征收现场办公室,金银潭大道与将军二路交叉口东北340米,30.657417,114.257777,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;政府机关相关
将军路派出所,将军二路16号,30.652495,114.257052,东西湖区,武汉市,湖北省,政府机构及社会团体;公检法机构;公安警察
武汉城管,将军二路2附3号附近,30.651847,114.256861,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇级政府及事业单位
东西湖区将军路街信访办公室,将军路街道办事处东南门旁,30.64975,114.256078,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇级政府及事业单位
将军路街司法所,将军路街道办事处东南门旁,30.649701,114.256062,东西湖区,武汉市,湖北省,政府机构及社会团体;公检法机构;公检法机关
将军路街道办事处人民调解委员会,将军路119号,30.64977,114.256104,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇级政府及事业单位
东西湖区将军路街综治中心,将军新村四期一栋一单元,30.649726,114.256127,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇级政府及事业单位
武汉市东西湖区政府将军路街联络委员会,将军路文化广场附近(将军家苑北),30.649849,114.256259,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇级政府及事业单位
中共姑李路社区总支部委员会,将军路街道办事处,30.647321,114.254968,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
中共将军路街纪律检查工作委员会,将军路街,30.649884,114.256348,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇级政府及事业单位
中共东西湖区委将军路街工作委员会,将军路街,30.649886,114.256351,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇级政府及事业单位
将军路街道办事处来访接待室,将军路115号附1号,30.649972,114.256522,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇级政府及事业单位
武汉市东西湖区人大将军路街工作委员会,将军路115号附近,30.649971,114.256565,东西湖区,武汉市,湖北省,政府机构及社会团体;政府及社会团体相关;政府及社会团体相关
湖北省妇女儿童社区维权服务站,将军路与将军二路交叉口西140米,30.64998,114.256592,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;省直辖市级政府及事业单位
环卫工作间,常青花园学府侧路(老年公寓旁),30.634516,114.236911,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;政府机关相关
中共湖北省庆典行业协会支部委员会,环湖路辅路与环湖四路交叉口西北140米,30.670688,114.20446,东西湖区,武汉市,湖北省,政府机构及社会团体;社会团体;行业协会
湖北省庆典行业协会,环湖路辅路与环湖四路交叉口西北160米,30.670716,114.204424,东西湖区,武汉市,湖北省,政府机构及社会团体;社会团体;行业协会
将军路街城市管理所(城管执法队),将军二路8号,30.651431,114.257668,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇级政府及事业单位
中共将军路街城市管理所(城管执法队)支部委员会,将军二路8号,30.651069,114.257586,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇级政府及事业单位
武汉骏思达机动车检测站,金银潭大道58号A-10,30.656351,114.259043,东西湖区,武汉市,湖北省,政府机构及社会团体;交通车辆管理;验车场
东西湖区将军路街将南社区退役军人服务站,将军路银杏街102号,30.646212,114.25557,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
中共金银潭城市管理所支部委员会,将军二路与将军路交叉口北40米,30.650699,114.258008,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇级政府及事业单位
东西湖区常青花园房管站,将军路125号2层,30.650637,114.257986,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;政府机关相关
中共姑李路社区委员会,银杏街与将军一路交叉口西南60米,30.645801,114.255616,东西湖区,武汉市,湖北省,政府机构及社会团体;政府机关;乡镇以下级政府及事业单位
